Tanggal,Provinsi,Komoditas (Rp),Harga
16/03/2023,Papua Tengah,Bawang Merah,
16/03/2023,Papua Tengah,Bawang Putih Bonggol,
16/03/2023,Papua Tengah,Cabai Rawit Merah,
16/03/2023,Papua Selatan,Beras Premium,
16/03/2023,Papua Selatan,Beras Medium,
16/03/2023,Papua Selatan,Bawang Merah,
16/03/2023,Papua Selatan,Bawang Putih Bonggol,
16/03/2023,Papua Selatan,Cabai Rawit Merah,
17/03/2023,Aceh,Beras Premium,12670.0
17/03/2023,Aceh,Beras Medium,11520.0
17/03/2023,Aceh,Bawang Merah,35040.0
17/03/2023,Aceh,Bawang Putih Bonggol,29880.0
17/03/2023,Aceh,Cabai Rawit Merah,
17/03/2023,Sumatera Utara,Beras Premium,13440.0
17/03/2023,Sumatera Utara,Beras Medium,12300.0
17/03/2023,Sumatera Utara,Bawang Merah,32130.0
17/03/2023,Sumatera Utara,Bawang Putih Bonggol,28980.0
17/03/2023,Sumatera Utara,Cabai Rawit Merah,54770.0
17/03/2023,Sumatera Barat,Beras Premium,15800.0
17/03/2023,Sumatera Barat,Beras Medium,13110.0
17/03/2023,Sumatera Barat,Bawang Merah,28560.0
17/03/2023,Sumatera Barat,Bawang Putih Bonggol,28400.0
17/03/2023,Sumatera Barat,Cabai Rawit Merah,41890.0
17/03/2023,Riau,Beras Premium,13620.0
17/03/2023,Riau,Beras Medium,11130.0
17/03/2023,Riau,Bawang Merah,32790.0
17/03/2023,Riau,Bawang Putih Bonggol,29580.0
17/03/2023,Riau,Cabai Rawit Merah,63090.0
17/03/2023,Jambi,Beras Premium,13300.0
17/03/2023,Jambi,Beras Medium,10770.0
17/03/2023,Jambi,Bawang Merah,28460.0
17/03/2023,Jambi,Bawang Putih Bonggol,30100.0
17/03/2023,Jambi,Cabai Rawit Merah,57500.0
17/03/2023,Sumatera Selatan,Beras Premium,12550.0
17/03/2023,Sumatera Selatan,Beras Medium,11190.0
17/03/2023,Sumatera Selatan,Bawang Merah,35180.0
17/03/2023,Sumatera Selatan,Bawang Putih Bonggol,31670.0
17/03/2023,Sumatera Selatan,Cabai Rawit Merah,59120.0
17/03/2023,Bengkulu,Beras Premium,12890.0
17/03/2023,Bengkulu,Beras Medium,11340.0
17/03/2023,Bengkulu,Bawang Merah,35510.0
17/03/2023,Bengkulu,Bawang Putih Bonggol,30270.0
17/03/2023,Bengkulu,Cabai Rawit Merah,53960.0
17/03/2023,Lampung,Beras Premium,12340.0
17/03/2023,Lampung,Beras Medium,11110.0
17/03/2023,Lampung,Bawang Merah,32740.0
17/03/2023,Lampung,Bawang Putih Bonggol,27670.0
17/03/2023,Lampung,Cabai Rawit Merah,44400.0
17/03/2023,Kepulauan Bangka Belitung,Beras Premium,13670.0
17/03/2023,Kepulauan Bangka Belitung,Beras Medium,11710.0
17/03/2023,Kepulauan Bangka Belitung,Bawang Merah,41610.0
17/03/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,31690.0
17/03/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,68870.0
17/03/2023,Kepulauan Riau,Beras Premium,14540.0
17/03/2023,Kepulauan Riau,Beras Medium,12260.0
17/03/2023,Kepulauan Riau,Bawang Merah,35670.0
17/03/2023,Kepulauan Riau,Bawang Putih Bonggol,25300.0
17/03/2023,Kepulauan Riau,Cabai Rawit Merah,75620.0
17/03/2023,DKI Jakarta,Beras Premium,12730.0
17/03/2023,DKI Jakarta,Beras Medium,10730.0
17/03/2023,DKI Jakarta,Bawang Merah,41900.0
17/03/2023,DKI Jakarta,Bawang Putih Bonggol,34760.0
17/03/2023,DKI Jakarta,Cabai Rawit Merah,78650.0
17/03/2023,Jawa Barat,Beras Premium,12620.0
17/03/2023,Jawa Barat,Beras Medium,11170.0
17/03/2023,Jawa Barat,Bawang Merah,33980.0
17/03/2023,Jawa Barat,Bawang Putih Bonggol,31190.0
17/03/2023,Jawa Barat,Cabai Rawit Merah,73600.0
17/03/2023,Jawa Tengah,Beras Premium,12730.0
17/03/2023,Jawa Tengah,Beras Medium,11330.0
17/03/2023,Jawa Tengah,Bawang Merah,33150.0
17/03/2023,Jawa Tengah,Bawang Putih Bonggol,28320.0
17/03/2023,Jawa Tengah,Cabai Rawit Merah,67340.0
17/03/2023,D.I Yogyakarta,Beras Premium,12610.0
17/03/2023,D.I Yogyakarta,Beras Medium,11550.0
17/03/2023,D.I Yogyakarta,Bawang Merah,32640.0
17/03/2023,D.I Yogyakarta,Bawang Putih Bonggol,28150.0
17/03/2023,D.I Yogyakarta,Cabai Rawit Merah,70810.0
17/03/2023,Jawa Timur,Beras Premium,12760.0
17/03/2023,Jawa Timur,Beras Medium,11100.0
17/03/2023,Jawa Timur,Bawang Merah,32950.0
17/03/2023,Jawa Timur,Bawang Putih Bonggol,29530.0
17/03/2023,Jawa Timur,Cabai Rawit Merah,76290.0
17/03/2023,Banten,Beras Premium,12530.0
17/03/2023,Banten,Beras Medium,11290.0
17/03/2023,Banten,Bawang Merah,34800.0
17/03/2023,Banten,Bawang Putih Bonggol,31370.0
17/03/2023,Banten,Cabai Rawit Merah,80000.0
17/03/2023,Bali,Beras Premium,13190.0
17/03/2023,Bali,Beras Medium,11940.0
17/03/2023,Bali,Bawang Merah,30290.0
17/03/2023,Bali,Bawang Putih Bonggol,30200.0
17/03/2023,Bali,Cabai Rawit Merah,75810.0
17/03/2023,Nusa Tenggara Barat,Beras Premium,12310.0
17/03/2023,Nusa Tenggara Barat,Beras Medium,10680.0
17/03/2023,Nusa Tenggara Barat,Bawang Merah,31270.0
17/03/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,30830.0
17/03/2023,Nusa Tenggara Barat,Cabai Rawit Merah,82790.0
17/03/2023,Nusa Tenggara Timur,Beras Premium,14990.0
17/03/2023,Nusa Tenggara Timur,Beras Medium,13230.0
17/03/2023,Nusa Tenggara Timur,Bawang Merah,38260.0
17/03/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,36260.0
17/03/2023,Nusa Tenggara Timur,Cabai Rawit Merah,76570.0
17/03/2023,Kalimantan Barat,Beras Premium,14690.0
17/03/2023,Kalimantan Barat,Beras Medium,12620.0
17/03/2023,Kalimantan Barat,Bawang Merah,36910.0
17/03/2023,Kalimantan Barat,Bawang Putih Bonggol,29090.0
17/03/2023,Kalimantan Barat,Cabai Rawit Merah,86380.0
17/03/2023,Kalimantan Tengah,Beras Premium,15720.0
17/03/2023,Kalimantan Tengah,Beras Medium,12720.0
17/03/2023,Kalimantan Tengah,Bawang Merah,38810.0
17/03/2023,Kalimantan Tengah,Bawang Putih Bonggol,33960.0
17/03/2023,Kalimantan Tengah,Cabai Rawit Merah,81360.0
17/03/2023,Kalimantan Selatan,Beras Premium,17440.0
17/03/2023,Kalimantan Selatan,Beras Medium,12770.0
17/03/2023,Kalimantan Selatan,Bawang Merah,33060.0
17/03/2023,Kalimantan Selatan,Bawang Putih Bonggol,31360.0
17/03/2023,Kalimantan Selatan,Cabai Rawit Merah,69990.0
17/03/2023,Kalimantan Timur,Beras Premium,15160.0
17/03/2023,Kalimantan Timur,Beras Medium,13240.0
17/03/2023,Kalimantan Timur,Bawang Merah,36760.0
17/03/2023,Kalimantan Timur,Bawang Putih Bonggol,34150.0
17/03/2023,Kalimantan Timur,Cabai Rawit Merah,75640.0
17/03/2023,Kalimantan Utara,Beras Premium,15170.0
17/03/2023,Kalimantan Utara,Beras Medium,13650.0
17/03/2023,Kalimantan Utara,Bawang Merah,40960.0
17/03/2023,Kalimantan Utara,Bawang Putih Bonggol,35600.0
17/03/2023,Kalimantan Utara,Cabai Rawit Merah,103190.0
17/03/2023,Sulawesi Utara,Beras Premium,13720.0
17/03/2023,Sulawesi Utara,Beras Medium,12590.0
17/03/2023,Sulawesi Utara,Bawang Merah,40190.0
17/03/2023,Sulawesi Utara,Bawang Putih Bonggol,38560.0
17/03/2023,Sulawesi Utara,Cabai Rawit Merah,84620.0
17/03/2023,Sulawesi Tengah,Beras Premium,13280.0
17/03/2023,Sulawesi Tengah,Beras Medium,11950.0
17/03/2023,Sulawesi Tengah,Bawang Merah,37520.0
17/03/2023,Sulawesi Tengah,Bawang Putih Bonggol,38060.0
17/03/2023,Sulawesi Tengah,Cabai Rawit Merah,70750.0
17/03/2023,Sulawesi Selatan,Beras Premium,12450.0
17/03/2023,Sulawesi Selatan,Beras Medium,11090.0
17/03/2023,Sulawesi Selatan,Bawang Merah,33190.0
17/03/2023,Sulawesi Selatan,Bawang Putih Bonggol,30700.0
17/03/2023,Sulawesi Selatan,Cabai Rawit Merah,52300.0
17/03/2023,Sulawesi Tenggara,Beras Premium,13270.0
17/03/2023,Sulawesi Tenggara,Beras Medium,12170.0
17/03/2023,Sulawesi Tenggara,Bawang Merah,39240.0
17/03/2023,Sulawesi Tenggara,Bawang Putih Bonggol,36790.0
17/03/2023,Sulawesi Tenggara,Cabai Rawit Merah,57370.0
17/03/2023,Gorontalo,Beras Premium,13080.0
17/03/2023,Gorontalo,Beras Medium,12130.0
17/03/2023,Gorontalo,Bawang Merah,36530.0
17/03/2023,Gorontalo,Bawang Putih Bonggol,39450.0
17/03/2023,Gorontalo,Cabai Rawit Merah,86500.0
17/03/2023,Sulawesi Barat,Beras Premium,12440.0
17/03/2023,Sulawesi Barat,Beras Medium,11120.0
17/03/2023,Sulawesi Barat,Bawang Merah,31430.0
17/03/2023,Sulawesi Barat,Bawang Putih Bonggol,31430.0
17/03/2023,Sulawesi Barat,Cabai Rawit Merah,56490.0
17/03/2023,Maluku,Beras Premium,15200.0
17/03/2023,Maluku,Beras Medium,13280.0
17/03/2023,Maluku,Bawang Merah,44710.0
17/03/2023,Maluku,Bawang Putih Bonggol,37970.0
17/03/2023,Maluku,Cabai Rawit Merah,74150.0
17/03/2023,Maluku Utara,Beras Premium,15300.0
17/03/2023,Maluku Utara,Beras Medium,13430.0
17/03/2023,Maluku Utara,Bawang Merah,51820.0
17/03/2023,Maluku Utara,Bawang Putih Bonggol,42680.0
17/03/2023,Maluku Utara,Cabai Rawit Merah,65100.0
17/03/2023,Papua Barat,Beras Premium,15140.0
17/03/2023,Papua Barat,Beras Medium,13260.0
17/03/2023,Papua Barat,Bawang Merah,54970.0
17/03/2023,Papua Barat,Bawang Putih Bonggol,43190.0
17/03/2023,Papua Barat,Cabai Rawit Merah,72810.0
17/03/2023,Papua,Beras Premium,15260.0
17/03/2023,Papua,Beras Medium,12970.0
17/03/2023,Papua,Bawang Merah,56800.0
17/03/2023,Papua,Bawang Putih Bonggol,37410.0
17/03/2023,Papua,Cabai Rawit Merah,69390.0
17/03/2023,Papua Barat Daya,Beras Premium,
17/03/2023,Papua Barat Daya,Beras Medium,
17/03/2023,Papua Barat Daya,Bawang Merah,
17/03/2023,Papua Barat Daya,Bawang Putih Bonggol,
17/03/2023,Papua Barat Daya,Cabai Rawit Merah,
17/03/2023,Papua Pegunungan,Beras Premium,
17/03/2023,Papua Pegunungan,Beras Medium,
17/03/2023,Papua Pegunungan,Bawang Merah,
17/03/2023,Papua Pegunungan,Bawang Putih Bonggol,
17/03/2023,Papua Pegunungan,Cabai Rawit Merah,
17/03/2023,Papua Tengah,Beras Premium,
17/03/2023,Papua Tengah,Beras Medium,
17/03/2023,Papua Tengah,Bawang Merah,
17/03/2023,Papua Tengah,Bawang Putih Bonggol,
17/03/2023,Papua Tengah,Cabai Rawit Merah,
17/03/2023,Papua Selatan,Beras Premium,
17/03/2023,Papua Selatan,Beras Medium,
17/03/2023,Papua Selatan,Bawang Merah,
17/03/2023,Papua Selatan,Bawang Putih Bonggol,
17/03/2023,Papua Selatan,Cabai Rawit Merah,
18/03/2023,Aceh,Beras Premium,12650.0
18/03/2023,Aceh,Beras Medium,11520.0
18/03/2023,Aceh,Bawang Merah,35070.0
18/03/2023,Aceh,Bawang Putih Bonggol,30100.0
18/03/2023,Aceh,Cabai Rawit Merah,
18/03/2023,Sumatera Utara,Beras Premium,13460.0
18/03/2023,Sumatera Utara,Beras Medium,12330.0
18/03/2023,Sumatera Utara,Bawang Merah,31340.0
18/03/2023,Sumatera Utara,Bawang Putih Bonggol,28770.0
18/03/2023,Sumatera Utara,Cabai Rawit Merah,42730.0
18/03/2023,Sumatera Barat,Beras Premium,15770.0
18/03/2023,Sumatera Barat,Beras Medium,13010.0
18/03/2023,Sumatera Barat,Bawang Merah,27970.0
18/03/2023,Sumatera Barat,Bawang Putih Bonggol,29260.0
18/03/2023,Sumatera Barat,Cabai Rawit Merah,45830.0
18/03/2023,Riau,Beras Premium,13540.0
18/03/2023,Riau,Beras Medium,11300.0
18/03/2023,Riau,Bawang Merah,33260.0
18/03/2023,Riau,Bawang Putih Bonggol,29900.0
18/03/2023,Riau,Cabai Rawit Merah,66040.0
18/03/2023,Jambi,Beras Premium,13300.0
18/03/2023,Jambi,Beras Medium,10770.0
18/03/2023,Jambi,Bawang Merah,28540.0
18/03/2023,Jambi,Bawang Putih Bonggol,30100.0
18/03/2023,Jambi,Cabai Rawit Merah,58590.0
18/03/2023,Sumatera Selatan,Beras Premium,12550.0
18/03/2023,Sumatera Selatan,Beras Medium,11190.0
18/03/2023,Sumatera Selatan,Bawang Merah,35310.0
18/03/2023,Sumatera Selatan,Bawang Putih Bonggol,32080.0
18/03/2023,Sumatera Selatan,Cabai Rawit Merah,60060.0
18/03/2023,Bengkulu,Beras Premium,13020.0
18/03/2023,Bengkulu,Beras Medium,11380.0
18/03/2023,Bengkulu,Bawang Merah,35890.0
18/03/2023,Bengkulu,Bawang Putih Bonggol,30090.0
18/03/2023,Bengkulu,Cabai Rawit Merah,53840.0
18/03/2023,Lampung,Beras Premium,12330.0
18/03/2023,Lampung,Beras Medium,11130.0
18/03/2023,Lampung,Bawang Merah,33190.0
18/03/2023,Lampung,Bawang Putih Bonggol,28380.0
18/03/2023,Lampung,Cabai Rawit Merah,48930.0
18/03/2023,Kepulauan Bangka Belitung,Beras Premium,13760.0
18/03/2023,Kepulauan Bangka Belitung,Beras Medium,11710.0
18/03/2023,Kepulauan Bangka Belitung,Bawang Merah,41360.0
18/03/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,31540.0
18/03/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,67980.0
18/03/2023,Kepulauan Riau,Beras Premium,14540.0
18/03/2023,Kepulauan Riau,Beras Medium,12260.0
18/03/2023,Kepulauan Riau,Bawang Merah,35520.0
18/03/2023,Kepulauan Riau,Bawang Putih Bonggol,25300.0
18/03/2023,Kepulauan Riau,Cabai Rawit Merah,76320.0
18/03/2023,DKI Jakarta,Beras Premium,12730.0
18/03/2023,DKI Jakarta,Beras Medium,10730.0
18/03/2023,DKI Jakarta,Bawang Merah,42430.0
18/03/2023,DKI Jakarta,Bawang Putih Bonggol,34590.0
18/03/2023,DKI Jakarta,Cabai Rawit Merah,83250.0
18/03/2023,Jawa Barat,Beras Premium,12570.0
18/03/2023,Jawa Barat,Beras Medium,11180.0
18/03/2023,Jawa Barat,Bawang Merah,34230.0
18/03/2023,Jawa Barat,Bawang Putih Bonggol,30860.0
18/03/2023,Jawa Barat,Cabai Rawit Merah,73620.0
18/03/2023,Jawa Tengah,Beras Premium,12710.0
18/03/2023,Jawa Tengah,Beras Medium,11320.0
18/03/2023,Jawa Tengah,Bawang Merah,33380.0
18/03/2023,Jawa Tengah,Bawang Putih Bonggol,28400.0
18/03/2023,Jawa Tengah,Cabai Rawit Merah,68320.0
18/03/2023,D.I Yogyakarta,Beras Premium,12610.0
18/03/2023,D.I Yogyakarta,Beras Medium,11550.0
18/03/2023,D.I Yogyakarta,Bawang Merah,32040.0
18/03/2023,D.I Yogyakarta,Bawang Putih Bonggol,28150.0
18/03/2023,D.I Yogyakarta,Cabai Rawit Merah,70710.0
18/03/2023,Jawa Timur,Beras Premium,12650.0
18/03/2023,Jawa Timur,Beras Medium,11050.0
18/03/2023,Jawa Timur,Bawang Merah,32750.0
18/03/2023,Jawa Timur,Bawang Putih Bonggol,29260.0
18/03/2023,Jawa Timur,Cabai Rawit Merah,77050.0
18/03/2023,Banten,Beras Premium,12530.0
18/03/2023,Banten,Beras Medium,11230.0
18/03/2023,Banten,Bawang Merah,34410.0
18/03/2023,Banten,Bawang Putih Bonggol,31370.0
18/03/2023,Banten,Cabai Rawit Merah,79320.0
18/03/2023,Bali,Beras Premium,13190.0
18/03/2023,Bali,Beras Medium,11960.0
18/03/2023,Bali,Bawang Merah,30400.0
18/03/2023,Bali,Bawang Putih Bonggol,30420.0
18/03/2023,Bali,Cabai Rawit Merah,76510.0
18/03/2023,Nusa Tenggara Barat,Beras Premium,12220.0
18/03/2023,Nusa Tenggara Barat,Beras Medium,10470.0
18/03/2023,Nusa Tenggara Barat,Bawang Merah,32120.0
18/03/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,30190.0
18/03/2023,Nusa Tenggara Barat,Cabai Rawit Merah,82500.0
18/03/2023,Nusa Tenggara Timur,Beras Premium,14730.0
18/03/2023,Nusa Tenggara Timur,Beras Medium,13180.0
18/03/2023,Nusa Tenggara Timur,Bawang Merah,37250.0
18/03/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,35140.0
18/03/2023,Nusa Tenggara Timur,Cabai Rawit Merah,71350.0
18/03/2023,Kalimantan Barat,Beras Premium,14690.0
18/03/2023,Kalimantan Barat,Beras Medium,12620.0
18/03/2023,Kalimantan Barat,Bawang Merah,37720.0
18/03/2023,Kalimantan Barat,Bawang Putih Bonggol,29090.0
18/03/2023,Kalimantan Barat,Cabai Rawit Merah,89230.0
18/03/2023,Kalimantan Tengah,Beras Premium,15700.0
18/03/2023,Kalimantan Tengah,Beras Medium,12740.0
18/03/2023,Kalimantan Tengah,Bawang Merah,38670.0
18/03/2023,Kalimantan Tengah,Bawang Putih Bonggol,33960.0
18/03/2023,Kalimantan Tengah,Cabai Rawit Merah,82050.0
18/03/2023,Kalimantan Selatan,Beras Premium,17440.0
18/03/2023,Kalimantan Selatan,Beras Medium,12750.0
18/03/2023,Kalimantan Selatan,Bawang Merah,33060.0
18/03/2023,Kalimantan Selatan,Bawang Putih Bonggol,31910.0
18/03/2023,Kalimantan Selatan,Cabai Rawit Merah,69220.0
18/03/2023,Kalimantan Timur,Beras Premium,15200.0
18/03/2023,Kalimantan Timur,Beras Medium,13290.0
18/03/2023,Kalimantan Timur,Bawang Merah,37420.0
18/03/2023,Kalimantan Timur,Bawang Putih Bonggol,34110.0
18/03/2023,Kalimantan Timur,Cabai Rawit Merah,74400.0
18/03/2023,Kalimantan Utara,Beras Premium,15170.0
18/03/2023,Kalimantan Utara,Beras Medium,13650.0
18/03/2023,Kalimantan Utara,Bawang Merah,40450.0
18/03/2023,Kalimantan Utara,Bawang Putih Bonggol,36200.0
18/03/2023,Kalimantan Utara,Cabai Rawit Merah,106190.0
18/03/2023,Sulawesi Utara,Beras Premium,13660.0
18/03/2023,Sulawesi Utara,Beras Medium,12620.0
18/03/2023,Sulawesi Utara,Bawang Merah,39790.0
18/03/2023,Sulawesi Utara,Bawang Putih Bonggol,38520.0
18/03/2023,Sulawesi Utara,Cabai Rawit Merah,85110.0
18/03/2023,Sulawesi Tengah,Beras Premium,13460.0
18/03/2023,Sulawesi Tengah,Beras Medium,12060.0
18/03/2023,Sulawesi Tengah,Bawang Merah,38240.0
18/03/2023,Sulawesi Tengah,Bawang Putih Bonggol,38040.0
18/03/2023,Sulawesi Tengah,Cabai Rawit Merah,71740.0
18/03/2023,Sulawesi Selatan,Beras Premium,12390.0
18/03/2023,Sulawesi Selatan,Beras Medium,11060.0
18/03/2023,Sulawesi Selatan,Bawang Merah,32710.0
18/03/2023,Sulawesi Selatan,Bawang Putih Bonggol,30630.0
18/03/2023,Sulawesi Selatan,Cabai Rawit Merah,52270.0
18/03/2023,Sulawesi Tenggara,Beras Premium,13270.0
18/03/2023,Sulawesi Tenggara,Beras Medium,12170.0
18/03/2023,Sulawesi Tenggara,Bawang Merah,38970.0
18/03/2023,Sulawesi Tenggara,Bawang Putih Bonggol,36670.0
18/03/2023,Sulawesi Tenggara,Cabai Rawit Merah,57330.0
18/03/2023,Gorontalo,Beras Premium,13130.0
18/03/2023,Gorontalo,Beras Medium,12190.0
18/03/2023,Gorontalo,Bawang Merah,36800.0
18/03/2023,Gorontalo,Bawang Putih Bonggol,40620.0
18/03/2023,Gorontalo,Cabai Rawit Merah,91530.0
18/03/2023,Sulawesi Barat,Beras Premium,12470.0
18/03/2023,Sulawesi Barat,Beras Medium,11120.0
18/03/2023,Sulawesi Barat,Bawang Merah,31130.0
18/03/2023,Sulawesi Barat,Bawang Putih Bonggol,31600.0
18/03/2023,Sulawesi Barat,Cabai Rawit Merah,54720.0
18/03/2023,Maluku,Beras Premium,15010.0
18/03/2023,Maluku,Beras Medium,13250.0
18/03/2023,Maluku,Bawang Merah,44640.0
18/03/2023,Maluku,Bawang Putih Bonggol,37970.0
18/03/2023,Maluku,Cabai Rawit Merah,69020.0
18/03/2023,Maluku Utara,Beras Premium,15100.0
18/03/2023,Maluku Utara,Beras Medium,13360.0
18/03/2023,Maluku Utara,Bawang Merah,50880.0
18/03/2023,Maluku Utara,Bawang Putih Bonggol,43120.0
18/03/2023,Maluku Utara,Cabai Rawit Merah,65590.0
18/03/2023,Papua Barat,Beras Premium,15280.0
18/03/2023,Papua Barat,Beras Medium,13160.0
18/03/2023,Papua Barat,Bawang Merah,53770.0
18/03/2023,Papua Barat,Bawang Putih Bonggol,43970.0
18/03/2023,Papua Barat,Cabai Rawit Merah,64260.0
18/03/2023,Papua,Beras Premium,15200.0
18/03/2023,Papua,Beras Medium,13320.0
18/03/2023,Papua,Bawang Merah,58060.0
18/03/2023,Papua,Bawang Putih Bonggol,38610.0
18/03/2023,Papua,Cabai Rawit Merah,65690.0
18/03/2023,Papua Barat Daya,Beras Premium,
18/03/2023,Papua Barat Daya,Beras Medium,
18/03/2023,Papua Barat Daya,Bawang Merah,
18/03/2023,Papua Barat Daya,Bawang Putih Bonggol,
18/03/2023,Papua Barat Daya,Cabai Rawit Merah,
18/03/2023,Papua Pegunungan,Beras Premium,
18/03/2023,Papua Pegunungan,Beras Medium,
18/03/2023,Papua Pegunungan,Bawang Merah,
18/03/2023,Papua Pegunungan,Bawang Putih Bonggol,
18/03/2023,Papua Pegunungan,Cabai Rawit Merah,
18/03/2023,Papua Tengah,Beras Premium,
18/03/2023,Papua Tengah,Beras Medium,
18/03/2023,Papua Tengah,Bawang Merah,
18/03/2023,Papua Tengah,Bawang Putih Bonggol,
18/03/2023,Papua Tengah,Cabai Rawit Merah,
18/03/2023,Papua Selatan,Beras Premium,
18/03/2023,Papua Selatan,Beras Medium,
18/03/2023,Papua Selatan,Bawang Merah,
18/03/2023,Papua Selatan,Bawang Putih Bonggol,
18/03/2023,Papua Selatan,Cabai Rawit Merah,
19/03/2023,Aceh,Beras Premium,12650.0
19/03/2023,Aceh,Beras Medium,11510.0
19/03/2023,Aceh,Bawang Merah,35040.0
19/03/2023,Aceh,Bawang Putih Bonggol,30100.0
19/03/2023,Aceh,Cabai Rawit Merah,
19/03/2023,Sumatera Utara,Beras Premium,13390.0
19/03/2023,Sumatera Utara,Beras Medium,12240.0
19/03/2023,Sumatera Utara,Bawang Merah,31610.0
19/03/2023,Sumatera Utara,Bawang Putih Bonggol,29070.0
19/03/2023,Sumatera Utara,Cabai Rawit Merah,55860.0
19/03/2023,Sumatera Barat,Beras Premium,15600.0
19/03/2023,Sumatera Barat,Beras Medium,13010.0
19/03/2023,Sumatera Barat,Bawang Merah,27490.0
19/03/2023,Sumatera Barat,Bawang Putih Bonggol,28850.0
19/03/2023,Sumatera Barat,Cabai Rawit Merah,45830.0
19/03/2023,Riau,Beras Premium,13560.0
19/03/2023,Riau,Beras Medium,11160.0
19/03/2023,Riau,Bawang Merah,33230.0
19/03/2023,Riau,Bawang Putih Bonggol,29500.0
19/03/2023,Riau,Cabai Rawit Merah,64470.0
19/03/2023,Jambi,Beras Premium,13390.0
19/03/2023,Jambi,Beras Medium,10770.0
19/03/2023,Jambi,Bawang Merah,28560.0
19/03/2023,Jambi,Bawang Putih Bonggol,29920.0
19/03/2023,Jambi,Cabai Rawit Merah,58590.0
19/03/2023,Sumatera Selatan,Beras Premium,12550.0
19/03/2023,Sumatera Selatan,Beras Medium,11220.0
19/03/2023,Sumatera Selatan,Bawang Merah,35420.0
19/03/2023,Sumatera Selatan,Bawang Putih Bonggol,31950.0
19/03/2023,Sumatera Selatan,Cabai Rawit Merah,60030.0
19/03/2023,Bengkulu,Beras Premium,12880.0
19/03/2023,Bengkulu,Beras Medium,11310.0
19/03/2023,Bengkulu,Bawang Merah,35060.0
19/03/2023,Bengkulu,Bawang Putih Bonggol,30800.0
19/03/2023,Bengkulu,Cabai Rawit Merah,52680.0
19/03/2023,Lampung,Beras Premium,12380.0
19/03/2023,Lampung,Beras Medium,11230.0
19/03/2023,Lampung,Bawang Merah,34270.0
19/03/2023,Lampung,Bawang Putih Bonggol,29080.0
19/03/2023,Lampung,Cabai Rawit Merah,49080.0
19/03/2023,Kepulauan Bangka Belitung,Beras Premium,13760.0
19/03/2023,Kepulauan Bangka Belitung,Beras Medium,11710.0
19/03/2023,Kepulauan Bangka Belitung,Bawang Merah,41960.0
19/03/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,31560.0
19/03/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,64290.0
19/03/2023,Kepulauan Riau,Beras Premium,14540.0
19/03/2023,Kepulauan Riau,Beras Medium,12260.0
19/03/2023,Kepulauan Riau,Bawang Merah,35660.0
19/03/2023,Kepulauan Riau,Bawang Putih Bonggol,25610.0
19/03/2023,Kepulauan Riau,Cabai Rawit Merah,76470.0
19/03/2023,DKI Jakarta,Beras Premium,12730.0
19/03/2023,DKI Jakarta,Beras Medium,10730.0
19/03/2023,DKI Jakarta,Bawang Merah,41600.0
19/03/2023,DKI Jakarta,Bawang Putih Bonggol,35040.0
19/03/2023,DKI Jakarta,Cabai Rawit Merah,84100.0
19/03/2023,Jawa Barat,Beras Premium,12560.0
19/03/2023,Jawa Barat,Beras Medium,11120.0
19/03/2023,Jawa Barat,Bawang Merah,34310.0
19/03/2023,Jawa Barat,Bawang Putih Bonggol,31010.0
19/03/2023,Jawa Barat,Cabai Rawit Merah,73640.0
19/03/2023,Jawa Tengah,Beras Premium,12800.0
19/03/2023,Jawa Tengah,Beras Medium,11320.0
19/03/2023,Jawa Tengah,Bawang Merah,32750.0
19/03/2023,Jawa Tengah,Bawang Putih Bonggol,28170.0
19/03/2023,Jawa Tengah,Cabai Rawit Merah,68360.0
19/03/2023,D.I Yogyakarta,Beras Premium,12510.0
19/03/2023,D.I Yogyakarta,Beras Medium,11610.0
19/03/2023,D.I Yogyakarta,Bawang Merah,31790.0
19/03/2023,D.I Yogyakarta,Bawang Putih Bonggol,28450.0
19/03/2023,D.I Yogyakarta,Cabai Rawit Merah,69910.0
19/03/2023,Jawa Timur,Beras Premium,12630.0
19/03/2023,Jawa Timur,Beras Medium,11030.0
19/03/2023,Jawa Timur,Bawang Merah,32600.0
19/03/2023,Jawa Timur,Bawang Putih Bonggol,29390.0
19/03/2023,Jawa Timur,Cabai Rawit Merah,75110.0
19/03/2023,Banten,Beras Premium,12530.0
19/03/2023,Banten,Beras Medium,11290.0
19/03/2023,Banten,Bawang Merah,34410.0
19/03/2023,Banten,Bawang Putih Bonggol,31370.0
19/03/2023,Banten,Cabai Rawit Merah,80610.0
19/03/2023,Bali,Beras Premium,13080.0
19/03/2023,Bali,Beras Medium,11910.0
19/03/2023,Bali,Bawang Merah,29940.0
19/03/2023,Bali,Bawang Putih Bonggol,29860.0
19/03/2023,Bali,Cabai Rawit Merah,77140.0
